Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Deuteronilus","Mars",0,34.68,360,"Planetocentric  +East  0 - 360","Approved","1958","Designation of 2nd part of old feature ""Nilus.""",
"Deuteronilus Colles","Mars",59.01,41.95,21.7,"Planetocentric  +East  0 - 360","Approved","1982","Classical albedo feature name.",
"Deuteronilus Mensae","Mars",919.17,45.11,23.92,"Planetocentric  +East  0 - 360","Approved","1973","From albedo feature at 35N, 355W.",
"de Vaucouleurs","Mars",302.27,-13.31,171,"Planetocentric  +East  0 - 360","Approved","2000","Gerard Henri; American astronomer (1918-1995).",
"[Deva Valles]","Mars",0,-7.81,203.1,"Planetocentric  +East  0 - 360","Dropped","1985","Classical river in Scotland.",
"Deva Vallis","Mars",53.65,-7.67,203.13,"Planetocentric  +East  0 - 360","Approved","1985","Classical name for Dee River in Scotland; new position and coordinates.",
"Dia-Cau","Mars",29.47,-0.36,317.34,"Planetocentric  +East  0 - 360","Approved","1976","Town in the Socialist Republic of Vietnam.",
"Diacria","Mars",0,49.67,180,"Planetocentric  +East  0 - 360","Approved","1958","Highland area in northern Attica, Greece.",
"[Diacria Patera]","Mars",65.5,34.58,227.4,"Planetocentric  +East  0 - 360","Dropped","1985","From albedo feature at 48N, 170W.",
"Dilly","Mars",2.13,13.27,157.22,"Planetocentric  +East  0 - 360","Approved","2006","Town in Mali.",
"Dingo","Mars",15.56,-23.71,342.51,"Planetocentric  +East  0 - 360","Approved","1976","Town in Australia.",
"Dinorwic","Mars",51.33,-30.03,258.54,"Planetocentric  +East  0 - 360","Approved","1991","Town in Ontario, Canada.",
"Dioscuria","Mars",0,49.67,40,"Planetocentric  +East  0 - 360","Approved","1958","""Home of Dioscuri,"" Polydeuces and Pollux; symbolic name for Sparta.",
"Dison","Mars",20.67,-25.03,343.5,"Planetocentric  +East  0 - 360","Approved","1976","Town in Belgium.",
"Dittaino Valles","Mars",157.42,-1.43,293.14,"Planetocentric  +East  0 - 360","Approved","1985","Modern river in Italy.",
"Dixie","Mars",28.44,17.78,304.09,"Planetocentric  +East  0 - 360","Approved","1988","Town in Georgia, USA.",
"Doanus Vallis","Mars",139.91,-63.02,334.41,"Planetocentric  +East  0 - 360","Approved","1985","Classical river shown in Ptolemy's map; may be modern Mekong River of Burma.",
"Doba","Mars",25.89,10.92,119.62,"Planetocentric  +East  0 - 360","Approved","Jul 1, 2009","Town in the Republic of Chad.",
"Dogana","Mars",41.2,-10.01,306.33,"Planetocentric  +East  0 - 360","Approved","Apr 19, 2011","Town in the Republic of San Marino.",
"Dokka","Mars",51.1,77.17,214.24,"Planetocentric  +East  0 - 360","Approved","2006","Town in Norway.",
"Dokuchaev","Mars",74.74,-60.62,232.92,"Planetocentric  +East  0 - 360","Approved","1982","Vasily Vasil'evich; Russian soil scientist; founded modern genetical soil science (1840-1903).",
"Dollfus","Mars",363.08,-21.59,355.74,"Planetocentric  +East  0 - 360","Approved","Oct 22, 2013","Audouin Charles; French astronomer (1924-2010).",
"Domoni","Mars",13.82,51.38,234.39,"Planetocentric  +East  0 - 360","Approved","Mar 7, 2012","Town in the Union of the Comoros.",
"Doon","Mars",3.79,23.53,109.51,"Planetocentric  +East  0 - 360","Approved","1988","Town in Ontario, Canada.",
"Dorsa Argentea","Mars",339.26,-77.63,326.61,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Dorsa Brevia","Mars",650.99,-71.05,63.18,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Douglass","Mars",92.95,-51.34,289.46,"Planetocentric  +East  0 - 360","Approved","1973","Andrew E.; American astronomer (1867-1962).",
"Dowa","Mars",40.84,-31.66,110.24,"Planetocentric  +East  0 - 360","Approved","Jun 21, 2010","Town in Malawi.",
"Downe","Mars",28.13,-15.98,175.78,"Planetocentric  +East  0 - 360","Approved","2003","Town in England.",
"Drava Valles","Mars",159.03,-48.86,165.99,"Planetocentric  +East  0 - 360","Approved","1982","Modern river in Yugoslavia.",
"Drilon Vallis","Mars",118.53,7.17,307.66,"Planetocentric  +East  0 - 360","Approved","1985","Classical name for present Drin River, Albania.",
"[Drinus Valles]","Mars",0,-22.96,342.5,"Planetocentric  +East  0 - 360","Dropped","1976","Ancient European river (Yugoslavia); dropped 1984.",
"Dromore","Mars",14.75,19.88,310.42,"Planetocentric  +East  0 - 360","Approved","1976","Town in Northern Ireland.",
"Dubis Vallis","Mars",45.42,-5.16,211.87,"Planetocentric  +East  0 - 360","Approved","1985","Classical name for modern Doubs River, France.",
"Dubki","Mars",9.19,-34.97,304.8,"Planetocentric  +East  0 - 360","Approved","1979","Town in Russia.",
"Dukhan","Mars",34.04,7.76,320.86,"Planetocentric  +East  0 - 360","Approved","Nov 26, 2012","Town in Qatar.",
"Dulce Vallis","Mars",32.46,-4.82,136.54,"Planetocentric  +East  0 - 360","Approved","Jun 19, 2015","River in Argentina.",
"Dulovo","Mars",17.38,3.62,84.56,"Planetocentric  +East  0 - 360","Approved","Sep 14, 2006","Town in Bulgaria.",
"Du Martheray","Mars",96.12,5.45,93.58,"Planetocentric  +East  0 - 360","Approved","1973","Maurice; Swiss astronomer (1892-1955).",
"Dunhuang","Mars",11.73,-80.84,311.47,"Planetocentric  +East  0 - 360","Approved","1991","Town in China.",
"Durius Valles","Mars",240,-17.3,171.98,"Planetocentric  +East  0 - 360","Approved","1997","Classical name for modern Douro River, Portugal.",
"Dush","Mars",2.39,22.49,305.98,"Planetocentric  +East  0 - 360","Approved","1988","Town in Egypt.",
"Du Toit","Mars",81.82,-71.62,310.4,"Planetocentric  +East  0 - 360","Approved","1973","Alexander L.; South African geologist (1878-1948).",
"Dzeng","Mars",10.88,-80.51,289.53,"Planetocentric  +East  0 - 360","Approved","1991","Town in Cameroon.",
"Dzigai Vallis","Mars",327.31,-58.1,323.41,"Planetocentric  +East  0 - 360","Approved","1991","Word for ""valley"" in Navajo.",
"Eads","Mars",2.74,-28.48,330.09,"Planetocentric  +East  0 - 360","Approved","1976","Town in Colorado, USA.",
"Eagle","Mars",12.5,43.81,351.83,"Planetocentric  +East  0 - 360","Approved","1976","Town in Idaho, USA.",
"Eberswalde","Mars",62.19,-23.98,326.7,"Planetocentric  +East  0 - 360","Approved","2006","Town in Germany.",
"Echt","Mars",2.15,-21.97,331.81,"Planetocentric  +East  0 - 360","Approved","1976","Town in Scotland.",
"Echus Chaos","Mars",480.51,10.79,285.28,"Planetocentric  +East  0 - 360","Approved","1985","From albedo feature Echus Lacus at 1N, 90W.",
"Echus Chasma","Mars",391.1,2.47,280.04,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Echus Fossae","Mars",421.03,2.61,283.25,"Planetocentric  +East  0 - 360","Approved","1988","Classical albedo feature name.",
"Echus Montes","Mars",397.06,7.81,282.05,"Planetocentric  +East  0 - 360","Approved","1985","Albedo feature name.",
"Edam","Mars",19.49,-26.28,339.96,"Planetocentric  +East  0 - 360","Approved","1976","Town in the Netherlands.",
"Eddie","Mars",86.38,12.32,142.2,"Planetocentric  +East  0 - 360","Approved","1973","Lindsay A.; South African astronomer (1845-1913).",
"Eden Patera","Mars",80,33.77,348.94,"Planetocentric  +East  0 - 360","Approved","Oct 29, 2012","Classical albedo feature name.",
"Edom","Mars",0,0,15,"Planetocentric  +East  0 - 360","Approved","1958","Biblical country of Edomites, south of Judea.",
"Eger","Mars",12.25,-48.29,308.13,"Planetocentric  +East  0 - 360","Approved","1976","Town in Hungary.",
"Ehden","Mars",57.4,8.23,119.01,"Planetocentric  +East  0 - 360","Approved","Jul 1, 2009","Town in Lebanon.",
"Eil","Mars",5.56,41.73,350.26,"Planetocentric  +East  0 - 360","Approved","1976","Town in Somalia.",
"Eilat","Mars",29.7,-56.53,50.2,"Planetocentric  +East  0 - 360","Approved","Dec 14, 2006","Town in Israel. ",
"Ejriksson","Mars",46.63,-19.2,186.17,"Planetocentric  +East  0 - 360","Approved","1967","Leif; Norse explorer (c. 1000).",
"Elath","Mars",13.23,45.87,346.4,"Planetocentric  +East  0 - 360","Approved","1976","Town in Israel.",
"Elaver Vallis","Mars",178.92,-9.38,310.48,"Planetocentric  +East  0 - 360","Approved","1997","Classical name for modern Allier River, France.",
"Electris","Mars",0,-44.66,170,"Planetocentric  +East  0 - 360","Approved","1958","Electra's island near River Eridanus; famous for amber formed from tears shed by Phaethon's sisters.",
"Electris Mons","Mars",104.47,-45.67,152.73,"Planetocentric  +East  0 - 360","Approved","Aug 12, 2013","Classical albedo feature name.",
"Elim","Mars",43.63,-80.17,96.8,"Planetocentric  +East  0 - 360","Approved","2006","Town in South Africa.",
"Ellsley","Mars",10.94,36.29,276.7,"Planetocentric  +East  0 - 360","Approved","1991","Town in England.",
"Elorza","Mars",45.16,-8.76,304.79,"Planetocentric  +East  0 - 360","Approved","Sep 14, 2006","Town in Venezuela.",
"Ely","Mars",10.43,-23.62,332.7,"Planetocentric  +East  0 - 360","Approved","1976","Town in Nevada, USA.",
"Elysium","Mars",0,24.74,150,"Planetocentric  +East  0 - 360","Approved","1958","Home of the blessed on western edge of world.",
"Elysium Catena","Mars",48.5,17.69,149.73,"Planetocentric  +East  0 - 360","Approved","1985","Albedo feature name.",
"Elysium Chasma","Mars",130,22.39,141.51,"Planetocentric  +East  0 - 360","Approved","1985","Albedo feature name.",
"Elysium Fossae","Mars",1044,24.08,146.14,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Elysium Mons","Mars",401,25.02,147.21,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Elysium Planitia","Mars",3000.79,2.98,154.74,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Elysium Rupes","Mars",140.5,25.24,148.04,"Planetocentric  +East  0 - 360","Approved","1985","Albedo feature name.",
"E. Mareotis Tholus","Mars",4.6,35.92,274.87,"Planetocentric  +East  0 - 360","Approved","1991","Classical albedo name.",
"Endeavour","Mars",21.78,-2.28,354.8,"Planetocentric  +East  0 - 360","Approved","Oct 20, 2008","Town in Canada.",
"Enipeus Vallis","Mars",527.07,36.8,267.2,"Planetocentric  +East  0 - 360","Approved","1991","Classical river.",
"Eos Chaos","Mars",497.85,-16.82,313.48,"Planetocentric  +East  0 - 360","Approved","1982","Greek name of Aurora; albedo feature.",
"Eos Chasma","Mars",1305.69,-12.15,320.83,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Eos Mensa","Mars",346.67,-11.01,317.84,"Planetocentric  +East  0 - 360","Approved","2003","Classical albedo feature name.",
"Erebus Montes","Mars",811.67,35.66,185.02,"Planetocentric  +East  0 - 360","Approved","1982","From albedo feature at 26N, 182W.",
"Eridania","Mars",0,-44.66,140,"Planetocentric  +East  0 - 360","Approved","1958","Region on the Po River, Italy.",
"Eridania Mons","Mars",143.29,-57.02,137.86,"Planetocentric  +East  0 - 360","Approved","Aug 12, 2013","Classical albedo feature name.",
"Eridania Planitia","Mars",1062.13,-38.15,122.21,"Planetocentric  +East  0 - 360","Approved","Sep 22, 2010","Classical albedo feature name.",
"Eridania Scopulus","Mars",1017.66,-52.61,141.79,"Planetocentric  +East  0 - 360","Approved","1979","Classical albedo feature name.",
"Erythraea Fossa","Mars",155.19,-27.27,329.06,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Erythraeum Chaos","Mars",147.63,-21.84,347.62,"Planetocentric  +East  0 - 360","Approved","Dec 6, 2007","Classical albedo feature name.",
"[Erythraeum Planum]","Mars",1750,-34.18,295,"Planetocentric  +East  0 - 360","Dropped","1979","Name changed to Bosporos Planum.",
"Escalante","Mars",75.26,0.19,115.39,"Planetocentric  +East  0 - 360","Approved","1973","F.; Mexican astronomer (c. 1930).",
"Escorial","Mars",22.24,76.89,304.96,"Planetocentric  +East  0 - 360","Approved","1991","Town in Spain.",
"Esira","Mars",16.26,8.96,313.39,"Planetocentric  +East  0 - 360","Approved","Dec 8, 2014","Town in Madagascar.",
"Esk","Mars",3.67,45.21,352.98,"Planetocentric  +East  0 - 360","Approved","1976","Town in Australia.",
"Espino","Mars",12.05,-19.69,110.34,"Planetocentric  +East  0 - 360","Approved","1991","Town in Venezuela.",
"Eudoxus","Mars",98.51,-44.52,212.78,"Planetocentric  +East  0 - 360","Approved","1973","Greek astronomer (c. 408-355 B.C.).",
"Eumenides Dorsum","Mars",569.26,4.79,203.6,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Eunostos","Mars",0,21.77,240,"Planetocentric  +East  0 - 360","Approved","1958","""Lucky journey or lucky return""; i.e., infernal regions beyond Elysium.",
"Euphrates","Mars",0,19.78,25,"Planetocentric  +East  0 - 360","Approved","1958","Biblical fourth River of Paradise.",
"Euphrates Patera","Mars",20.27,38.43,10.26,"Planetocentric  +East  0 - 360","Approved","Oct 29, 2012","Classical albedo feature name.",
"Euripus Mons","Mars",88.91,-44.82,105.18,"Planetocentric  +East  0 - 360","Approved","2003","Albedo feature name.",
"Evpatoriya","Mars",1.04,46.95,134.36,"Planetocentric  +East  0 - 360","Approved","1979","Soviet tracking site (Soviet spelling used).",
"Evros Vallis","Mars",358.01,-12.65,13.83,"Planetocentric  +East  0 - 360","Approved","1982","River in Greece.",
"Faith","Mars",5.3,42.92,348.17,"Planetocentric  +East  0 - 360","Approved","1976","Town in North Dakota, USA.",
"Falun","Mars",10.01,-23.96,335.33,"Planetocentric  +East  0 - 360","Approved","1976","Town in Sweden.",
"Fancy","Mars",49.44,-35.45,113.6,"Planetocentric  +East  0 - 360","Approved","Aug 27, 2012","Town in Saint Vincent and the Grenadines.",
"Faqu","Mars",12.25,-24.54,106.34,"Planetocentric  +East  0 - 360","Approved","1991","Town in Jordan.",
"Farah Vallis","Mars",76.37,-6.03,136.8,"Planetocentric  +East  0 - 360","Approved","Apr 3, 2013","River in Afghanistan.",
"Farim","Mars",3.92,-44.31,139.28,"Planetocentric  +East  0 - 360","Approved","Mar 11, 2013","Town in the Republic of Guinea-Bissau.",
"Fastov","Mars",11.12,-25.04,339.63,"Planetocentric  +East  0 - 360","Approved","1976","Town in Ukraine.",
"Felis Dorsa","Mars",244,-21.87,294.1,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Fenagh","Mars",6.22,34.29,144.37,"Planetocentric  +East  0 - 360","Approved","1991","Town in Ireland.",
"Fesenkov","Mars",87.38,21.66,273.47,"Planetocentric  +East  0 - 360","Approved","1973","Vasilii G.; Russian astrophysicist (1889-1972).",
"Firsoff","Mars",90,2.73,350.63,"Planetocentric  +East  0 - 360","Approved","Nov 15, 2010","Valdemar Axel; English astronomer (1910-1981).",
"Fitzroy","Mars",38.17,-35.69,112.06,"Planetocentric  +East  0 - 360","Approved","Jun 21, 2010","Town in the Falkland Islands.",
"Flammarion","Mars",173.7,25.22,48.28,"Planetocentric  +East  0 - 360","Approved","1973","Camille; French astronomer (1842-1925).",
"Flat","Mars",3.04,-25.42,340.45,"Planetocentric  +East  0 - 360","Approved","1976","Town in Alabama, USA.",
"Flaugergues","Mars",236.06,-16.8,19.22,"Planetocentric  +East  0 - 360","Approved","1973","Honore; French astronomer (1755-1835).",
"Floq","Mars",2.55,14.94,107.16,"Planetocentric  +East  0 - 360","Approved","1988","Town in Albania.",
"Flora","Mars",18.31,-44.67,308.55,"Planetocentric  +East  0 - 360","Approved","1976","Town in Mississippi, USA.",
"Focas","Mars",72.02,33.56,12.75,"Planetocentric  +East  0 - 360","Approved","1973","Jean H.; Greco-French astronomer (1909-1969).",
"Fontana","Mars",80.06,-62.91,287.88,"Planetocentric  +East  0 - 360","Approved","1973","Francesco; Italian astronomer (1585-1646).",
"Foros","Mars",24.54,-33.4,332.13,"Planetocentric  +East  0 - 360","Approved","1979","Town in Ukraine.",
"Fortuna Fossae","Mars",324.28,4.64,267.31,"Planetocentric  +East  0 - 360","Approved","1985","Classical albedo feature name.",
"Fournier","Mars",114.28,-4.3,72.64,"Planetocentric  +East  0 - 360","Approved","1973","Georges; French astronomer (1881-1954).",
"Freedom","Mars",12.74,43.36,351.02,"Planetocentric  +East  0 - 360","Approved","1976","Town in Oklahoma, USA.",
"Frento Vallis","Mars",251.09,-50.03,345.16,"Planetocentric  +East  0 - 360","Approved","1985","Classical name for river in Italy.",
"[Frigoris Scopulus]","Mars",0,79.38,176,"Planetocentric  +East  0 - 360","Dropped","1984","Classical albedo feature; name dropped 1984.",
"Funchal","Mars",1.62,22.98,310.56,"Planetocentric  +East  0 - 360","Approved","1979","Port of Madeira Islands.",
"Gaan","Mars",3.01,38.66,356.6,"Planetocentric  +East  0 - 360","Approved","1976","Town in Somalia.",
"Gagra","Mars",13.41,-20.64,337.9,"Planetocentric  +East  0 - 360","Approved","1976","Town in the Republic of Georgia.",
"Gah","Mars",2.78,-44.69,327.36,"Planetocentric  +East  0 - 360","Approved","1976","Town in Indonesia.",
"Galap","Mars",5.99,-37.66,192.93,"Planetocentric  +East  0 - 360","Approved","Feb 12, 2009","Town in the Republic of Palau.",
"Galaxias Chaos","Mars",234.48,33.83,146.52,"Planetocentric  +East  0 - 360","Approved","1985","Albedo feature name.",
"Galaxias Colles","Mars",610.34,36.8,147.48,"Planetocentric  +East  0 - 360","Approved","1985","Albedo feature name.",
"Galaxias Fluctūs","Mars",607.03,30.96,143.03,"Planetocentric  +East  0 - 360","Approved","1985","Albedo feature name.",
"Galaxias Fossae","Mars",552,36.63,142,"Planetocentric  +East  0 - 360","Approved","1985","Albedo feature name.",
"[Galaxias Mensae]","Mars",327,36.18,147.3,"Planetocentric  +East  0 - 360","Dropped","1985","Albedo feature name. (Named dropped. Feature is part of Galaxias Colles.)",
"Galaxius Mons","Mars",22.23,34.76,142.31,"Planetocentric  +East  0 - 360","Approved","1991","Classical albedo name.",
"Galdakao","Mars",33.44,-13.34,176.63,"Planetocentric  +East  0 - 360","Approved","2003","Euskadi (Basque) town in Spain.",
"Gale","Mars",154.08,-5.37,137.81,"Planetocentric  +East  0 - 360","Approved","1991","Walter F.; Australian astronomer (1865-1945).",
"Gali","Mars",25.86,-43.75,322.81,"Planetocentric  +East  0 - 360","Approved","1976","Town in the Republic of Georgia.",
"Galilaei","Mars",137.17,5.72,333.09,"Planetocentric  +East  0 - 360","Approved","1973","Galileo; Italian astronomer and physicist (1564-1642).",
"Galle","Mars",223.53,-50.63,329,"Planetocentric  +East  0 - 360","Approved","1973","Johann G.; German astronomer (1812-1910).",
"Galu","Mars",13.57,-22.08,338.33,"Planetocentric  +East  0 - 360","Approved","1976","Town in Zaire.",
"Gamboa","Mars",30.82,40.77,315.64,"Planetocentric  +East  0 - 360","Approved","2006","Town in Panama.",
"Gan","Mars",20.63,61.72,229,"Planetocentric  +East  0 - 360","Approved","Nov 22, 2013","Town in the Republic of the Maldives.",
"Gander","Mars",36.08,-31.26,94.22,"Planetocentric  +East  0 - 360","Approved","1991","Town in Newfoundland, Canada.",
"Gandu","Mars",9.49,-45.38,312.72,"Planetocentric  +East  0 - 360","Approved","1976","Town in Brazil.",
"Gandzani","Mars",51.91,34.24,269.17,"Planetocentric  +East  0 - 360","Approved","1991","Town in the Republic of Georgia.",
"Ganges Catena","Mars",81.27,-2.7,291.22,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Ganges Cavus","Mars",43.11,-10.09,308.55,"Planetocentric  +East  0 - 360","Approved","2006","Classical albedo feature name.",
"Ganges Chaos","Mars",113.73,-9.76,313.96,"Planetocentric  +East  0 - 360","Approved","2006","Classical albedo feature name.",
"Ganges Chasma","Mars",574.08,-7.96,312.11,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Ganges Mensa","Mars",135.9,-7.23,311.25,"Planetocentric  +East  0 - 360","Approved","2006","Classical albedo feature name.",
"Gardo","Mars",15.53,-26.67,335.23,"Planetocentric  +East  0 - 360","Approved","1976","Town in Somalia.",
"Gari","Mars",9.43,-35.88,288.77,"Planetocentric  +East  0 - 360","Approved","1979","Town in Russia.",
"Garm","Mars",4.8,48.25,350.94,"Planetocentric  +East  0 - 360","Approved","1976","Town in Tadzhikistan.",
"Garni","Mars",2.57,-11.52,290.31,"Planetocentric  +East  0 - 360","Approved","Apr 24, 2015","Village in Armenia.",
"Gasa","Mars",7.03,-35.72,129.4,"Planetocentric  +East  0 - 360","Approved","Aug 6, 2009","Town in Bhutan.",
"Gastre","Mars",7.1,24.61,112.53,"Planetocentric  +East  0 - 360","Approved","1976","Town in Argentina.",
"[Gatico]","Mars",18.29,-20.87,338.87,"Planetocentric  +East  0 - 360","Dropped","1976","Town in Chile.",
"Gehon","Mars",0,14.83,360,"Planetocentric  +East  0 - 360","Approved","1958","Biblical second River of Paradise; bordering Eden.",
"Gemina Lingula","Mars",772.89,81.87,2.59,"Planetocentric  +East  0 - 360","Approved","Apr 30, 2007","Classical albedo feature name.",
"Gemini Scopuli","Mars",1000.36,80.39,26.1,"Planetocentric  +East  0 - 360","Approved","2006","Classical albedo feature name.",
"Geryon Montes","Mars",377.83,-7.72,278.38,"Planetocentric  +East  0 - 360","Approved","1982","Classical albedo feature.",
"Gigas Fossae","Mars",190,3.55,230.44,"Planetocentric  +East  0 - 360","Approved","1988","Albedo feature name.",
"Gigas Sulci","Mars",418.56,10.02,232.27,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Gilbert","Mars",121.34,-68,86.08,"Planetocentric  +East  0 - 360","Approved","1973","Grove K.; American geologist (1843-1918).",
"Gill","Mars",83.17,15.76,5.55,"Planetocentric  +East  0 - 360","Approved","1973","David; British astronomer (1843-1914).",
"Glazov","Mars",22.02,-20.62,333.41,"Planetocentric  +East  0 - 360","Approved","1976","Town in Russia.",
"Gledhill","Mars",78.47,-53.17,87.1,"Planetocentric  +East  0 - 360","Approved","1973","Joseph; British astronomer (1836-1906).",
"Glendore","Mars",8.23,18.34,308.33,"Planetocentric  +East  0 - 360","Approved","1988","Town in Ireland.",
"Glide","Mars",9.85,-8.13,316.82,"Planetocentric  +East  0 - 360","Approved","1976","Town in Oregon, USA.",
"Globe","Mars",50.74,-23.68,332.65,"Planetocentric  +East  0 - 360","Approved","1976","Town in Arizona, USA.",
"Goba","Mars",10.9,-23.22,338.99,"Planetocentric  +East  0 - 360","Approved","1976","Town in Ethiopia.",
"Goff","Mars",7.95,23.26,104.86,"Planetocentric  +East  0 - 360","Approved","1976","Town in Somalia.",
"Gol","Mars",9.53,47.15,349.36,"Planetocentric  +East  0 - 360","Approved","1976","Town in Norway.",
"Gold","Mars",8.91,20.03,328.76,"Planetocentric  +East  0 - 360","Approved","1976","Town in Pennsylvania, USA.",
"Golden","Mars",19.59,-22.01,326.51,"Planetocentric  +East  0 - 360","Approved","1976","Town in Illinois, USA.",
"Goldstone","Mars",1.03,47.77,134.58,"Planetocentric  +East  0 - 360","Approved","1979","American tracking site.",
"Gonnus Mons","Mars",49.38,41.21,269.12,"Planetocentric  +East  0 - 360","Approved","1991","Classical town.",
"Gordii Dorsum","Mars",481.56,4.11,215.86,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Gordii Fossae","Mars",369,14.83,232.4,"Planetocentric  +East  0 - 360","Approved","2000","From classical albedo feature name.",
"Gorgonum Chaos","Mars",150.71,-37.26,189.1,"Planetocentric  +East  0 - 360","Approved","1985","From albedo feature at 24S, 154W.",
"Gori","Mars",6.43,-22.95,331.17,"Planetocentric  +East  0 - 360","Approved","1979","town in the Republic of Georgia.",
"Graff","Mars",154.49,-21.18,153.81,"Planetocentric  +East  0 - 360","Approved","1973","Kasimir; German astronomer (1878-1950).",
"Granicus Valles","Mars",777.78,30.58,129.97,"Planetocentric  +East  0 - 360","Approved","1982","Ancient name for river in Turkey.",
"Gratteri","Mars",7.56,-17.71,199.94,"Planetocentric  +East  0 - 360","Approved","2006","Town on the island of Sicily, Italy.",
"Greeley","Mars",457.45,-36.79,3.92,"Planetocentric  +East  0 - 360","Approved","Apr 11, 2015","Ronald; American geologist (1939-2011).",
"Green","Mars",182.07,-52.3,351.46,"Planetocentric  +East  0 - 360","Approved","1973","Nathan E.; British astronomer (1823-1899).",
"Greg","Mars",68.12,-38.59,112.89,"Planetocentric  +East  0 - 360","Approved","Jun 21, 2010","Percy; English writer (1836-1889).  ",
"Grindavik","Mars",11.71,25.4,321.01,"Planetocentric  +East  0 - 360","Approved","Sep 14, 2006","Town in Iceland.",
"Gringauz","Mars",71.02,-20.67,324.3,"Planetocentric  +East  0 - 360","Approved","Jul 1, 2013","Konstantin Iosifovich; Russian cosmophysicist (1918–1993).",
"Grjótá Valles","Mars",343.77,15.38,166.38,"Planetocentric  +East  0 - 360","Approved","2006","River in Iceland.",
"Grójec","Mars",37.31,-21.47,329.16,"Planetocentric  +East  0 - 360","Approved","1976","Town in Poland.",
"Groves","Mars",10.27,-4.06,315.45,"Planetocentric  +East  0 - 360","Approved","1976","Town in Texas, USA.",
"Guaymas","Mars",20.12,25.66,314.97,"Planetocentric  +East  0 - 360","Approved","1976","Town in Mexico.",
"Guir","Mars",18.2,-21.54,339.5,"Planetocentric  +East  0 - 360","Approved","1976","Town in Mali.",
"Gulch","Mars",8.32,15.85,109.02,"Planetocentric  +East  0 - 360","Approved","1976","Town in Ethiopia.",
"Gunjur","Mars",26.85,-0.17,146.66,"Planetocentric  +East  0 - 360","Approved","Jun 3, 2013","Town in the Republic of Gambia.",
"Gunnison","Mars",39.57,-43.67,102.92,"Planetocentric  +East  0 - 360","Approved","2003","Town in Colorado, USA.",
"Gusev","Mars",158.12,-14.53,175.52,"Planetocentric  +East  0 - 360","Approved","1976","Matvei M.; Russian astronomer (1826-1866).",
"Gwash","Mars",4.75,38.96,356.84,"Planetocentric  +East  0 - 360","Approved","1976","Town in Pakistan.",
"Hadley","Mars",115.46,-19.26,156.97,"Planetocentric  +East  0 - 360","Approved","1973","George; British meteorologist (1685-1768).",
"Hadriaca Patera","Mars",66.04,-30.2,92.79,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Hadriacus Cavi","Mars",59.09,-27.25,78.05,"Planetocentric  +East  0 - 360","Approved","Oct 12, 2014","Classical albedo feature name.",
"Hadriacus Mons","Mars",450,-31.29,91.86,"Planetocentric  +East  0 - 360","Approved","Sep 19, 2007","Classical albedo feature name.",
"Hadriacus Palus","Mars",176.33,-27.25,77.3,"Planetocentric  +East  0 - 360","Approved","Jul 9, 2013","Classical albedo feature name.",
"Halba","Mars",31.41,-26.01,303.86,"Planetocentric  +East  0 - 360","Approved","Nov 12, 2013","Town in Lebanon.",
"Haldane","Mars",76.75,-52.75,129.26,"Planetocentric  +East  0 - 360","Approved","1973","John B.; British physiologist-geneticist (1892-1964).",
"Hale","Mars",137.31,-35.69,323.64,"Planetocentric  +East  0 - 360","Approved","1973","George E.; American astronomer (1868-1938).",
"Halex Fossae","Mars",147.25,27.35,233.96,"Planetocentric  +East  0 - 360","Approved","1985","From albedo feature at 40N, 110W.",
"Halley","Mars",83.72,-48.34,300.73,"Planetocentric  +East  0 - 360","Approved","1973","Edmund; British astronomer (1656-1742).",
"Ham","Mars",1.59,-44.67,327.5,"Planetocentric  +East  0 - 360","Approved","1976","Town in France.",
"Hamaguir","Mars",0.82,48.68,132.51,"Planetocentric  +East  0 - 360","Approved","1979","Algerian launch site.",
"Hamelin","Mars",9.74,20.25,327.25,"Planetocentric  +East  0 - 360","Approved","1976","Old German town referred to in the Pied Piper fairy tale.",
"Handlová","Mars",4.39,37.69,271.41,"Planetocentric  +East  0 - 360","Approved","1991","Town in Slovakia.",
"Harad̦","Mars",8.06,-27.46,331.99,"Planetocentric  +East  0 - 360","Approved","1976","Town in Saudi Arabia.",
